CommonName,PublishedSortOrder,BioDataTaxonName,HybridFlag,BenchTaxonName,BenchTaxonReferenceCode,ITIS_TSN,ITIS_MatchCode,PublishedTaxonNameLevel,PublishedTaxonName,PublishedTaxonNameAuthority,ScientificName,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Superfamily,Family,Subfamily,Genus,Species,Subspecies,TaxonVersionNumber
common carp,1000153,Cyprinus carpio,N,Cyprinus carpio,"",163344,exact match,Species,Cyprinus carpio,"Linnaeus, 1758","Cyprinus carpio Linnaeus, 1758",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Cyprinus,Cyprinus carpio,"",5.5
Devils River minnow,1000156,Dionda diaboli,N,Dionda diaboli,"",163514,exact match,Species,Dionda diaboli,"Hubbs and Brown, 1957","Dionda diaboli Hubbs and Brown, 1957",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Dionda,Dionda diaboli,"",5.5
Nueces roundnose minnow,1000158,Dionda serena,N,Dionda serena,"",689018,exact match,Species,Dionda serena,"Girard, 1856","Dionda serena Girard, 1856",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Dionda,Dionda serena,"",5.5
spotfin chub,1000162,Erimonax monachus,N,Erimonax monachus,"",689041,exact match,Species,Erimonax monachus,"(Cope, 1868)","Erimonax monachus (Cope, 1868)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Erimonax,Erimonax monachus,"",5.5
streamline chub,1000165,Erimystax dissimilis,N,Erimystax dissimilis,"",163821,exact match,Species,Erimystax dissimilis,"(Kirtland, 1840)","Erimystax dissimilis (Kirtland, 1840)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Erimystax,Erimystax dissimilis,"",5.5
Ozark chub,1000166,Erimystax harryi,N,Erimystax harryi,"",163822,exact match,Species,Erimystax harryi,"(Hubbs and Crowe, 1956)","Erimystax harryi (Hubbs and Crowe, 1956)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Erimystax,Erimystax harryi,"",5.5
blotched chub,1000167,Erimystax insignis,N,Erimystax insignis,"",163823,exact match,Species,Erimystax insignis,"(Hubbs and Crowe, 1956)","Erimystax insignis (Hubbs and Crowe, 1956)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Erimystax,Erimystax insignis,"",5.5
gravel chub,1000168,Erimystax x-punctatus,N,Erimystax x-punctatus,"",163824,exact match,Species,Erimystax x-punctatus,"(Hubbs and Crowe, 1956)","Erimystax x-punctatus (Hubbs and Crowe, 1956)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Erimystax,Erimystax x-punctatus,"",5.5
tonguetied minnow,1000170,Exoglossum laurae,N,Exoglossum laurae,"",163357,exact match,Species,Exoglossum laurae,"(Hubbs, 1931)","Exoglossum laurae (Hubbs, 1931)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Exoglossum,Exoglossum laurae,"",5.5
cutlips minnow,1000171,Exoglossum maxillingua,N,Exoglossum maxillingua,"",163356,exact match,Species,Exoglossum maxillingua,"(Lesueur, 1817)","Exoglossum maxillingua (Lesueur, 1817)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Exoglossum,Exoglossum maxillingua,"",5.5
Utah chub,1000174,Gila atraria,N,Gila atraria,"",163543,exact match,Species,Gila atraria,"(Girard, 1856)","Gila atraria (Girard, 1856)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Gila,Gila atraria,"",5.5
tui chub,1000175,Gila bicolor,N,Gila bicolor,"",163544,exact match,Species,Gila bicolor,"(Girard, 1856)","Gila bicolor (Girard, 1856)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Gila,Gila bicolor,"",5.5
arroyo chub,1000184,Gila orcuttii,N,Gila orcuttii,"",553278,exact match,Species,Gila orcuttii,"(Eigenmann and Eigenmann, 1890)","Gila orcuttii (Eigenmann and Eigenmann, 1890)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Gila,Gila orcuttii,"",5.5
Rio Grande chub,1000185,Gila pandora,N,Gila pandora,"",163556,exact match,Species,Gila pandora,"(Cope, 1872)","Gila pandora (Cope, 1872)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Gila,Gila pandora,"",5.5
roundtail chub,1000187,Gila robusta,N,Gila robusta,"",163558,exact match,Species,Gila robusta,"Baird and Girard, 1853","Gila robusta Baird and Girard, 1853",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Gila,Gila robusta,"",5.5
flame chub,1000189,Hemitremia flammea,N,Hemitremia flammea,"",163563,exact match,Species,Hemitremia flammea,"(Jordan and Gilbert in Jordan, 1878)","Hemitremia flammea (Jordan and Gilbert in Jordan, 1878)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hemitremia,Hemitremia flammea,"",5.5
California roach,1000191,Hesperoleucus symmetricus,N,Hesperoleucus symmetricus,"",163565,exact match,Species,Hesperoleucus symmetricus,"(Baird and Girard in Girard, 1854)","Hesperoleucus symmetricus (Baird and Girard in Girard, 1854)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hesperoleucus,Hesperoleucus symmetricus,"",5.5
silvery minnows,1000192,Hybognathus,N,Hybognathus,"",163358,exact match,Genus,Hybognathus,"Agassiz, 1855","Hybognathus Agassiz, 1855",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybognathus,"","",5.5
western silvery minnow,1000194,Hybognathus argyritis,N,Hybognathus argyritis,"",163362,exact match,Species,Hybognathus argyritis,"Girard, 1856","Hybognathus argyritis Girard, 1856",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybognathus,Hybognathus argyritis,"",5.5
brassy minnow,1000195,Hybognathus hankinsoni,N,Hybognathus hankinsoni,"",163363,exact match,Species,Hybognathus hankinsoni,"Hubbs in Jordan, 1929","Hybognathus hankinsoni Hubbs in Jordan, 1929",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybognathus,Hybognathus hankinsoni,"",5.5
cypress minnow,1000196,Hybognathus hayi,N,Hybognathus hayi,"",163364,exact match,Species,Hybognathus hayi,"Jordan, 1885","Hybognathus hayi Jordan, 1885",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybognathus,Hybognathus hayi,"",5.5
Mississippi silvery minnow,1000197,Hybognathus nuchalis,N,Hybognathus nuchalis,"",163360,exact match,Species,Hybognathus nuchalis,"Agassiz, 1855","Hybognathus nuchalis Agassiz, 1855",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybognathus,Hybognathus nuchalis,"",5.5
plains minnow,1000198,Hybognathus placitus,N,Hybognathus placitus,"",163361,exact match,Species,Hybognathus placitus,"Girard, 1856","Hybognathus placitus Girard, 1856",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybognathus,Hybognathus placitus,"",5.5
eastern silvery minnow,1000199,Hybognathus regius,N,Hybognathus regius,"",163359,exact match,Species,Hybognathus regius,"Girard, 1856","Hybognathus regius Girard, 1856",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybognathus,Hybognathus regius,"",5.5
bigeye chubs,1000200,Hybopsis,N,Hybopsis,"",163495,exact match,Genus,Hybopsis,"Agassiz, 1854","Hybopsis Agassiz, 1854",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybopsis,"","",5.5
bigeye chub,1000201,Hybopsis amblops,N,Hybopsis amblops,"",163476,exact match,Species,Hybopsis amblops,"(Rafinesque, 1820)","Hybopsis amblops (Rafinesque, 1820)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybopsis,Hybopsis amblops,"",5.5
pallid shiner,1000202,Hybopsis amnis,N,Hybopsis amnis,"",201917,exact match,Species,Hybopsis amnis,"(Hubbs and Greene in Hubbs, 1951)","Hybopsis amnis (Hubbs and Greene in Hubbs, 1951)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybopsis,Hybopsis amnis,"",5.5
bigmouth shiner,1000203,Hybopsis dorsalis,N,Hybopsis dorsalis,"",689231,exact match,Species,Hybopsis dorsalis,"Agassiz, 1854","Hybopsis dorsalis Agassiz, 1854",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybopsis,Hybopsis dorsalis,"",5.5
highback chub,1000204,Hybopsis hypsinotus,N,Hybopsis hypsinotus,"",163482,exact match,Species,Hybopsis hypsinotus,"(Cope, 1870)","Hybopsis hypsinotus (Cope, 1870)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybopsis,Hybopsis hypsinotus,"",5.5
lined chub,1000205,Hybopsis lineapunctata,N,Hybopsis lineapunctata,"",163484,exact match,Species,Hybopsis lineapunctata,"Clemmer and Suttkus, 1971","Hybopsis lineapunctata Clemmer and Suttkus, 1971",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybopsis,Hybopsis lineapunctata,"",5.5
rosyface chub,1000206,Hybopsis rubrifrons,N,Hybopsis rubrifrons,"",163489,exact match,Species,Hybopsis rubrifrons,"(Jordan, 1877)","Hybopsis rubrifrons (Jordan, 1877)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybopsis,Hybopsis rubrifrons,"",5.5
clear chub,1000207,Hybopsis winchelli,N,Hybopsis winchelli,"",201918,exact match,Species,Hybopsis winchelli,"Girard, 1856","Hybopsis winchelli Girard, 1856",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybopsis,Hybopsis winchelli,"",5.5
Santee chub,1000208,Hybopsis zanema,N,Hybopsis zanema,"",163818,exact match,Species,Hybopsis zanema,"(Jordan and Brayton, 1878)","Hybopsis zanema (Jordan and Brayton, 1878)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hybopsis,Hybopsis zanema,"",5.5
silver carp,1000210,Hypophthalmichthys molitrix,N,Hypophthalmichthys molitrix,"",163691,exact match,Species,Hypophthalmichthys molitrix,"(Valenciennes in Cuvier and Valenciennes, 1844)","Hypophthalmichthys molitrix (Valenciennes in Cuvier and Valenciennes, 1844)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hypophthalmichthys,Hypophthalmichthys molitrix,"",5.5
bighead carp,1000211,Hypophthalmichthys nobilis,N,Hypophthalmichthys nobilis,"",163692,exact match,Species,Hypophthalmichthys nobilis,"(Richardson, 1845)","Hypophthalmichthys nobilis (Richardson, 1845)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Hypophthalmichthys,Hypophthalmichthys nobilis,"",5.5
hitch,1000215,Lavinia exilicauda,N,Lavinia exilicauda,"",163569,exact match,Species,Lavinia exilicauda,"Baird and Girard in Girard, 1854","Lavinia exilicauda Baird and Girard in Girard, 1854",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Lavinia,Lavinia exilicauda,"",5.5
highscale shiners,1000223,Luxilus,N,Luxilus,"",163825,exact match,Genus,Luxilus,"Rafinesque, 1820","Luxilus Rafinesque, 1820",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Luxilus,"","",5.5
white shiner,1000224,Luxilus albeolus,N,Luxilus albeolus,"",163826,exact match,Species,Luxilus albeolus,"(Jordan, 1889)","Luxilus albeolus (Jordan, 1889)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Luxilus,Luxilus albeolus,"",5.5
cardinal shiner,1000225,Luxilus cardinalis,N,Luxilus cardinalis,"",163828,exact match,Species,Luxilus cardinalis,"(Mayden, 1988)","Luxilus cardinalis (Mayden, 1988)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Luxilus,Luxilus cardinalis,"",5.5
crescent shiner,1000226,Luxilus cerasinus,N,Luxilus cerasinus,"",163830,exact match,Species,Luxilus cerasinus,"(Cope, 1868)","Luxilus cerasinus (Cope, 1868)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Luxilus,Luxilus cerasinus,"",5.5
striped shiner,1000227,Luxilus chrysocephalus,N,Luxilus chrysocephalus,"",163832,exact match,Species,Luxilus chrysocephalus,"Rafinesque, 1820","Luxilus chrysocephalus Rafinesque, 1820",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Luxilus,Luxilus chrysocephalus,"",5.5
warpaint shiner,1000228,Luxilus coccogenis,N,Luxilus coccogenis,"",163834,exact match,Species,Luxilus coccogenis,"(Cope, 1868)","Luxilus coccogenis (Cope, 1868)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Luxilus,Luxilus coccogenis,"",5.5
common shiner,1000229,Luxilus cornutus,N,Luxilus cornutus,"",163836,exact match,Species,Luxilus cornutus,"(Mitchill, 1817)","Luxilus cornutus (Mitchill, 1817)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Luxilus,Luxilus cornutus,"",5.5
duskystripe shiner,1000230,Luxilus pilsbryi,N,Luxilus pilsbryi,"",163838,exact match,Species,Luxilus pilsbryi,"(Fowler, 1904)","Luxilus pilsbryi (Fowler, 1904)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Luxilus,Luxilus pilsbryi,"",5.5
bleeding shiner,1000231,Luxilus zonatus,N,Luxilus zonatus,"",163840,exact match,Species,Luxilus zonatus,"(Putnam, 1863)","Luxilus zonatus (Putnam, 1863)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Luxilus,Luxilus zonatus,"",5.5
bandfin shiner,1000232,Luxilus zonistius,N,Luxilus zonistius,"",163843,exact match,Species,Luxilus zonistius,"Jordan, 1880","Luxilus zonistius Jordan, 1880",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Luxilus,Luxilus zonistius,"",5.5
rosefin shiner,1000234,Lythrurus ardens,N,Lythrurus ardens,"",163847,exact match,Species,Lythrurus ardens,"(Cope, 1868)","Lythrurus ardens (Cope, 1868)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Lythrurus,Lythrurus ardens,"",5.5
blacktip shiner,1000235,Lythrurus atrapiculus,N,Lythrurus atrapiculus,"",163849,exact match,Species,Lythrurus atrapiculus,"(Snelson, 1972)","Lythrurus atrapiculus (Snelson, 1972)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Lythrurus,Lythrurus atrapiculus,"",5.5
pretty shiner,1000236,Lythrurus bellus,N,Lythrurus bellus,"",163851,exact match,Species,Lythrurus bellus,"(Hay, 1881)","Lythrurus bellus (Hay, 1881)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Lythrurus,Lythrurus bellus,"",5.5
Scarlet Shiner,1000237,Lythrurus fasciolaris,N,Lythrurus fasciolaris,"",201928,exact match,Species,Lythrurus fasciolaris,"(Gilbert, 1891)","Lythrurus fasciolaris (Gilbert, 1891)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Lythrurus,Lythrurus fasciolaris,"",5.5
ribbon shiner,1000238,Lythrurus fumeus,N,Lythrurus fumeus,"",163853,exact match,Species,Lythrurus fumeus,"(Evermann, 1892)","Lythrurus fumeus (Evermann, 1892)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Lythrurus,Lythrurus fumeus,"",5.5
mountain shiner,1000239,Lythrurus lirus,N,Lythrurus lirus,"",163855,exact match,Species,Lythrurus lirus,"(Jordan, 1877)","Lythrurus lirus (Jordan, 1877)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Lythrurus,Lythrurus lirus,"",5.5
Pinewoods Shiner,1000240,Lythrurus matutinus,N,Lythrurus matutinus,"",201926,exact match,Species,Lythrurus matutinus,"(Cope, 1870)","Lythrurus matutinus (Cope, 1870)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Lythrurus,Lythrurus matutinus,"",5.5
cherryfin shiner,1000241,Lythrurus roseipinnis,N,Lythrurus roseipinnis,"",163857,exact match,Species,Lythrurus roseipinnis,"(Hay in Jordan, 1885)","Lythrurus roseipinnis (Hay in Jordan, 1885)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Lythrurus,Lythrurus roseipinnis,"",5.5
redfin shiner,1000243,Lythrurus umbratilis,N,Lythrurus umbratilis,"",163861,exact match,Species,Lythrurus umbratilis,"(Girard, 1856)","Lythrurus umbratilis (Girard, 1856)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Lythrurus,Lythrurus umbratilis,"",5.5
Speckled Chub complex,1000245,Macrhybopsis aestivalis complex,N,Macrhybopsis aestivalis,"",163863,exact match,Genus,Macrhybopsis,"Cockerell and Allison, 1909","Macrhybopsis Cockerell and Allison, 1909",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Macrhybopsis,"","",5.5
Sturgeon Chub,1000250,Macrhybopsis gelida,N,Macrhybopsis gelida,"",163866,exact match,Species,Macrhybopsis gelida,"(Girard, 1856)","Macrhybopsis gelida (Girard, 1856)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Macrhybopsis,Macrhybopsis gelida,"",5.5
Shoal Chub,1000251,Macrhybopsis hyostoma,N,Macrhybopsis hyostoma,"Eisenhour, 2004",553280,exact match,Species,Macrhybopsis hyostoma,"(Gilbert, 1884)","Macrhybopsis hyostoma (Gilbert, 1884)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Macrhybopsis,Macrhybopsis hyostoma,"",5.5
Silver Chub,1000255,Macrhybopsis storeriana,N,Macrhybopsis storeriana,"",163870,exact match,Species,Macrhybopsis storeriana,"(Kirtland, 1845)","Macrhybopsis storeriana (Kirtland, 1845)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Macrhybopsis,Macrhybopsis storeriana,"",5.5
Gulf Chub,1000257,Macrhybopsis tomellerii,N,Macrhybopsis tomellerii,"Gilbert and others, 2017",163863,mapped to nearest ITIS parent taxon,Species,Macrhybopsis tomellerii,"Gilbert and Mayden, 2017","Macrhybopsis tomellerii Gilbert and Mayden, 2017",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Macrhybopsis,Macrhybopsis tomellerii,"",5.5
pearl dace,1000259,Margariscus margarita,N,Margariscus margarita,"",163873,exact match,Species,Margariscus margarita,"(Cope, 1867)","Margariscus margarita (Cope, 1867)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Margariscus,Margariscus margarita,"",5.5
peamouth,1000265,Mylocheilus caurinus,N,Mylocheilus caurinus,"",163521,exact match,Species,Mylocheilus caurinus,"(Richardson, 1836)","Mylocheilus caurinus (Richardson, 1836)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Mylocheilus,Mylocheilus caurinus,"",5.5
hardhead,1000267,Mylopharodon conocephalus,N,Mylopharodon conocephalus,"",163587,exact match,Species,Mylopharodon conocephalus,"(Baird and Girard in Girard, 1854)","Mylopharodon conocephalus (Baird and Girard in Girard, 1854)",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Mylopharodon,Mylopharodon conocephalus,"",5.5
hornyhead chubs,1000268,Nocomis,N,Nocomis,"",163391,exact match,Genus,Nocomis,"Girard, 1856","Nocomis Girard, 1856",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Nocomis,"","",5.5
redspot chub,1000269,Nocomis asper,N,Nocomis asper,"",163394,exact match,Species,Nocomis asper,"Lachner and Jenkins, 1971","Nocomis asper Lachner and Jenkins, 1971",Chordata,Vertebrata,Osteichthyes,Actinopterygii,Neopterygii,Ostariophysi,Cypriniformes,Cyprinoidea,Cyprinidae,"",Nocomis,Nocomis asper,"",5.5
